date,open,close,high,low,volume,amount
2020-01-02,108.0194280000,108.0848943200,109.2469215000,106.0472551100,30667439,4038536854.9500
2020-01-03,107.6920964000,106.8328509500,108.0767110300,106.0636216900,20469248,2672531470.2300
2020-01-06,106.3827700000,105.7281068000,106.5873522500,105.1716430800,25936979,3353682073.1300
2020-01-07,105.9736055000,105.8672227300,107.2583820300,105.5644410000,22327793,2901574233.0800
2020-01-08,105.5562577100,105.4744248100,106.1863710400,104.7870284500,16180218,2083242871.0500
2020-01-09,105.5644410000,107.0128833300,107.3647648000,104.9506942500,25549057,3317934212.4100
2020-01-10,106.7919345000,109.3451209800,109.6970024500,106.7919345000,42969542,5712380855.9700
2020-01-13,109.8688515400,114.2878281400,114.5660600000,109.8606682500,49604194,6847185988.3000
2020-01-14,114.6478929000,113.3876662400,115.1225237200,113.0930678000,19907317,2767444878.8900
2020-01-15,113.3876662400,115.2207232000,116.8655644900,113.3794829500,23478904,3309331109.8100
2020-01-16,115.2207232000,115.1061571400,116.2027180000,113.9932297000,14535988,2046672621.1200
2020-01-17,115.5971545400,113.3794829500,116.0390522000,113.1749007000,14847814,2068064059.8500
2020-01-20,115.0161409500,112.5693372400,115.1061571400,111.9474072000,16753769,2308928098.7000
2020-01-21,111.7019085000,108.5267919800,111.7019085000,108.0276112900,29307308,3903226854.5200
2020-01-22,107.1929157100,107.7739293000,108.5677084300,106.1863710400,25753051,3375415201.5200
2020-01-23,107.8312123300,103.2403866400,107.8312123300,102.2911250000,41593668,5294268764.0200
2020-02-03,92.9130746600,92.9130746600,92.9130746600,92.9130746600,16763900,1903373206.0000
2020-02-04,89.1978610000,93.6986705000,98.1994800000,89.1978610000,71021426,8017646168.9900
2020-02-05,94.8443311000,96.1618407900,98.0358142000,93.3713389000,38878339,4546389350.9300
2020-02-06,97.3811510000,97.5039003500,98.1503802600,95.4171614000,30655105,3619248778.7700
2020-02-07,97.5857332500,98.6741108200,98.9605259700,96.2436736900,28011695,3346691769.0700
2020-02-10,97.7903155000,99.1241917700,100.1061865700,97.0374528200,22187650,2682789606.0400
2020-02-11,99.1405583500,102.1192759100,102.7002895000,99.1405583500,24577382,3049430907.6300
