date,open,close,high,low,volume
2020-01-02,39.9530334000,40.3142724000,41.7231045000,39.7579643400,41123567
2020-01-03,40.4587680000,39.5050970400,40.5310158000,39.3317023200,28864212
2020-01-06,39.0210367800,38.5225269600,39.4039501200,38.3274579000,34356081
2020-01-07,38.3780313600,38.6381234400,39.1077341400,38.3780313600,23478333
2020-01-08,38.2913340000,38.0673658200,38.5658756400,38.0023428000,23232476
2020-01-09,38.5803252000,38.3924809200,38.6525730000,38.0456914800,22788922
2020-01-10,38.3708065800,38.6092243200,38.7103712400,37.7855994000,25068454
2020-01-13,38.2913340000,38.0890401600,38.2913340000,37.3521126000,32982604
2020-01-14,38.0745906000,38.2263109800,38.6525730000,37.9156454400,23102135
2020-01-15,38.3635818000,37.9228702200,38.4430543800,37.6772277000,17396916
2020-01-16,37.7639250600,37.3737869400,38.0023428000,37.2798648000,24712567
2020-01-17,37.7133516000,37.6627781400,38.0384667000,37.4388099600,16927971
2020-01-20,37.6627781400,38.0456914800,38.4358296000,37.6411038000,26280239
2020-01-21,37.5688560000,36.2178221400,37.5833055600,36.1816982400,40751329
2020-01-22,35.8493583600,36.1527991200,36.4634646600,35.6253901800,39854244
2020-01-23,36.0516522000,34.6789440000,36.1239000000,34.3538289000,43507835
2020-02-03,31.2182743800,32.3886887400,32.7282534000,31.2182743800,75940224
2020-02-04,32.7138038400,34.2599067600,34.8956874000,32.7138038400,48562246
2020-02-05,34.2454572000,34.0865120400,34.7873157000,33.8842182000,38919000
2020-02-06,34.3321545600,34.6500448800,34.9245865200,33.8191951800,28755749
2020-02-07,34.4549758200,34.9029121800,35.0040591000,34.2743563200,24037998
2020-02-10,34.5344484000,37.0414470600,37.2076170000,34.3538289000,46788218
2020-02-11,36.7596806400,37.2798648000,37.6411038000,36.5646115800,40200560
2020-02-12,36.7018824000,37.4315851800,37.4460347400,36.5573868000,29140812
2020-02-13,37.5688560000,37.9662189000,38.2696596600,37.2292913400,37503114
2020-02-14,37.5688560000,38.1612879600,38.2913340000,37.5688560000,24535007
2020-02-17,38.1612879600,38.5947747600,38.6742473400,37.8433976400,29901592
2020-02-18,38.2985587800,37.4243604000,38.4864030600,37.1136948600,44442094
2020-02-19,37.2148417800,37.7278011600,38.2696596600,36.8608275600,26362245
2020-02-20,37.9156454400,37.8939711000,38.0456914800,37.2148417800,26177995
2020-02-21,37.5760807800,37.7567002800,38.1829623000,37.3376630400,28589893
2020-02-24,37.7278011600,38.3057835600,39.4111749000,37.5182825400,44958127
2020-02-25,37.4604843000,37.5327321000,38.0312419200,36.8825019000,34729771
2020-02-26,36.8391532200,38.5008526200,39.1944315000,36.6729832800,64677528
2020-02-27,38.5442013000,40.2203502600,40.7838831000,38.5442013000,64117226
2020-02-28,39.1799819400,39.6351430800,41.0945486400,39.0138120000,57980571
2020-03-02,39.9385838400,43.5726481800,43.6015473000,39.9385838400,103858380
2020-03-03,44.8875581400,42.6262020000,44.8875581400,42.0626691600,90455108
2020-03-04,42.0337700400,42.7995967200,43.4787260400,41.9037240000,47563462
2020-03-05,42.9368675400,42.6695506800,43.2114091800,42.3155364600,38152290
2020-03-06,42.2432886600,41.3257416000,42.3372108000,41.2896177000,42461489
2020-03-09,40.5310158000,40.2420246000,40.9139291400,39.8446617000,43452287
2020-03-10,40.2420246000,41.5930584600,42.0626691600,39.9458086200,42833264
2020-03-11,41.5641593400,40.5599149200,41.5786089000,40.4948919000,25089185
2020-03-12,39.7724139000,39.8735608200,40.2420246000,38.9343394200,34492545
2020-03-13,37.9300950000,39.1005093600,40.0180564200,37.4749338600,38338657
2020-03-16,39.3967253400,37.3521126000,39.8302121400,37.1425939800,37312703
2020-03-17,37.9228702200,36.8463780000,38.3997057000,35.5459176000,46040522
2020-03-18,37.3159887000,37.1353692000,38.7103712400,37.0920205200,47970875
2020-03-19,36.9547497000,36.1889230200,37.7567002800,34.4477510400,57758546
2020-03-20,36.7452310800,38.1974118600,38.3491322400,36.0155283000,51326788
2020-03-23,36.4851390000,37.3737869400,38.2913340000,36.4706894400,44988549
2020-03-24,38.3852561400,39.4834227000,39.4834227000,37.9806684600,45918537
2020-03-25,40.8200070000,39.9963820800,41.3185168200,39.5339961600,43503443
2020-03-26,39.2377801800,39.2522297400,40.6249379400,39.1872067200,23976392
2020-03-27,39.7362900000,40.3287219600,40.8200070000,39.2161058400,36329150
2020-03-30,39.7146156600,40.3431715200,40.9500530400,39.3967253400,35020170
2020-03-31,40.7333096400,39.8085378000,40.8200070000,39.6712669800,24043848
2020-04-01,39.5917944000,39.5917944000,40.5093414600,39.4617483600,21899528
2020-04-02,39.0788350200,39.5339961600,39.5845696200,38.6308986600,22836674
2020-04-03,39.1583076000,39.4617483600,40.0325059800,39.1583076000,17589934
2020-04-07,40.3720706400,41.7592284000,42.3083116800,40.3576210800,61942729
2020-04-08,41.1884707800,41.6147328000,42.1276921800,41.0078512800,25989752
2020-04-09,41.8098018600,41.8676001000,42.3299860200,41.3979894000,22552394
2020-04-10,42.1927152000,41.8170266400,42.5539542000,41.3257416000,22532575
2020-04-13,41.6869806000,42.8429454000,43.3631295600,41.4052141800,27619273
2020-04-14,42.5539542000,43.1030374800,43.1174870400,42.3805594800,23227351
2020-04-15,42.8862940800,41.7592284000,42.8862940800,41.6291823600,29085376
2020-04-16,41.3329663800,41.3835398400,41.7158797200,41.0945486400,18284441
2020-04-17,41.7231045000,42.0554443800,42.9007436400,41.4413380800,30411081
2020-04-20,42.6045276600,43.0307896800,43.5004003800,42.5900781000,30218350
2020-04-21,42.6262020000,42.7345737000,43.2330835200,41.9398479000,21053894
2020-04-22,42.4094586000,43.0091153400,43.0524640200,42.1565913000,16842866
2020-04-23,43.1030374800,41.8459257600,43.2403083000,41.8459257600,23800649
2020-04-24,41.8459257600,41.9326231200,42.1204674000,41.3979894000,18248439
2020-04-27,42.3372108000,42.1999399800,42.8862940800,42.0843435000,19467545
2020-04-28,42.6117524400,42.4383577200,42.6406515600,41.6291823600,19541288
2020-04-29,42.4455825000,43.3486800000,43.9266624000,42.4383577200,25441059
2020-04-30,43.5292995000,43.3197808800,43.6015473000,42.9151932000,20835334
2020-05-06,42.8429454000,43.0524640200,43.2908817600,42.3950090400,36527055
2020-05-07,43.1319366000,43.9989102000,44.0278093200,43.1319366000,29534639
2020-05-08,44.0783827800,43.9627863000,44.3095757400,43.5943225200,21437648
2020-05-11,44.2228783800,44.7575121000,45.4221918600,44.2012040400,32316440
2020-05-12,44.7936360000,44.3745987600,44.9670307200,43.7460429000,22324274
2020-05-13,44.2951261800,44.2084288200,44.3601492000,43.5726481800,19317910
2020-05-14,44.0567084400,42.7562480400,44.1867544800,42.6334267800,35695494
2020-05-15,42.7779223800,42.5178303000,42.9874410000,42.0265452600,22594174
2020-05-18,43.0235649000,42.9079684200,43.3342304400,42.6767754600,21229373
2020-05-19,43.4209278000,42.9151932000,43.6954694400,42.7490232600,18026014
2020-05-20,42.9151932000,42.3372108000,43.0380144600,42.0987930600,24077392
2020-05-21,42.4672568400,42.2866373400,42.6045276600,41.6147328000,21427564
2020-05-22,41.9759718000,41.1740212200,42.0987930600,41.0728743000,25239789
2020-05-25,41.1089982000,40.9717273800,41.1667964400,40.3720706400,20428940
2020-05-26,41.3763150600,41.4846867600,41.8748248800,41.1812460000,19786111
2020-05-27,41.5641593400,41.1451221000,41.8170266400,41.0945486400,16242028
2020-05-28,41.1523468800,41.5569345600,41.9037240000,41.0367504000,17318156
2020-05-29,41.1523468800,41.0367504000,41.4485628600,40.6466122800,23580179
2020-06-01,41.4919115400,42.1565913000,42.2505134400,41.1667964400,33150294
2020-06-02,41.9253983400,41.6580814800,42.0626691600,41.3401911600,23515951
2020-06-03,41.8170266400,41.5930584600,42.1638160800,41.5424850000,20045260
2020-06-04,41.8676001000,40.9139291400,41.8676001000,40.7477592000,25203134
2020-06-05,40.8922548000,40.5599149200,40.9067043600,39.8663360400,35289213
2020-06-08,40.6827361800,40.4659927800,41.0367504000,40.1119785600,27068670
2020-06-09,40.3865202000,40.8633556800,41.1595716600,40.3287219600,24519753
2020-06-10,41.0800990800,41.7736779600,41.8892744400,40.8416813400,35808920
2020-06-11,41.7664531800,41.0078512800,41.7664531800,40.4732175600,34589696
2020-06-12,40.3865202000,40.4587680000,40.8994795800,40.2275750400,27697112
2020-06-15,40.3070476200,40.1697768000,40.8489061200,39.8807856000,22382801
2020-06-16,40.7405344200,40.4732175600,40.7477592000,40.1336529000,28782346
2020-06-17,40.4443184400,40.4948919000,40.7838831000,40.0252812000,32695328
2020-06-18,40.4948545500,40.8544758300,40.9069206000,39.9404384100,24209411
2020-06-19,40.8319995000,40.9069206000,41.0792391300,40.3075518000,34299080
2020-06-22,41.0193022500,40.5023466600,41.0193022500,40.3300281300,26361160
2020-06-23,40.3450123500,40.0078674000,40.3525044600,39.8505330900,30222871
2020-06-24,40.1502174900,40.5323151000,40.8619679400,40.1277411600,27306292
2020-06-29,40.0378358400,39.5283723600,40.3599965700,39.3485617200,38980584
2020-06-30,39.7006908900,39.6407540100,39.9329463000,39.3935143800,25534563
2020-07-01,39.8430409800,41.4987972900,41.6186710500,39.6407540100,56880614
2020-07-02,41.8284501300,42.3978504900,42.4652794800,41.7010842600,55182871
2020-07-03,42.4053426000,42.5327084700,43.3343642400,42.0157528800,44253251
2020-07-06,42.8773455300,43.7689066200,44.0536068000,42.8773455300,51455203
2020-07-07,44.2034490000,43.4542380000,45.4021866000,43.4542380000,53226567
2020-07-08,43.9786857000,43.4167774500,44.2034490000,42.7874402100,42519970
2020-07-09,43.4242695600,44.3832596400,44.5405939500,42.7799481000,69068488
2020-07-10,44.0760831300,42.8398849800,44.0760831300,42.7050270000,53354244
2020-07-13,42.7050270000,43.8063671700,44.3383069800,42.5701690200,58434919
2020-07-14,43.9562093700,43.8887803800,44.8627546800,43.2369668100,52420813
2020-07-15,44.1584963400,42.9672508500,44.4581807400,42.7799481000,40134165
2020-07-16,43.0796325000,41.6711158200,44.0536068000,41.5512420600,60714710
2020-07-17,41.9558160000,42.6975348900,43.1021088300,41.7535290300,39627685
2020-07-20,43.4542380000,46.9680375900,46.9680375900,43.4542380000,130534583
2020-07-21,46.9680375900,45.6344420100,47.1928008900,44.8178020200,86357704
2020-07-22,45.4621234800,45.6793946700,45.9715869600,44.8777389000,49563222
2020-07-23,45.0125968800,45.7393315500,46.0764765000,44.2858622100,43753284
2020-07-24,45.2972970600,44.0910673500,45.6569183400,43.6040802000,44369905
2020-07-27,44.6679598200,44.7728493600,45.6269499000,44.3083385400,36205435
2020-07-28,45.0875179800,44.8777389000,45.6644104500,44.5405939500,28411771
2020-07-29,44.6529756000,45.4621234800,45.5520288000,44.2409095500,31914823
2020-07-30,46.4435898900,46.0390159500,47.6198511600,45.8367289800,55290311
2020-07-31,45.7018710000,46.0165396200,46.9680375900,45.6344420100,35478208
2020-08-03,46.8706401600,46.6159084200,47.5748985000,46.4660662200,36604399
2020-08-04,47.0504508000,46.9680375900,47.4250563000,46.5934320900,29948593
2020-08-05,46.9006086000,46.3611766800,46.9680375900,45.9640948500,27024339
2020-08-06,46.5260031000,45.9191421900,47.1028955700,45.5445366900,29609925
2020-08-07,46.0764765000,46.0764765000,46.1588897100,45.1849154100,25080619
2020-08-10,46.9755297000,46.1513976000,47.5674063900,45.7018710000,28580067
2020-08-11,46.4360977800,45.3647260500,46.5035267700,45.3272655000,22054757
2020-08-12,45.3647260500,44.2633858800,45.5370445800,43.4617301100,31556180
2020-08-13,44.3532912000,44.2259253300,44.8028178000,43.9337330400,18009894
2020-08-14,44.2259253300,44.5405939500,44.5630702800,43.7389381800,19415476
2020-08-17,44.5480860600,45.7767921000,45.7842842100,44.2034490000,31049175
2020-08-18,45.7767921000,45.8067605400,45.9940632900,45.3347576100,18016208
2020-08-19,45.8142526500,45.4396471500,46.3686687900,45.3872023800,18939084
2020-08-20,45.3347576100,44.3832596400,45.3347576100,44.2034490000,20094636
2020-08-21,44.8552625700,44.4731649600,44.9526600000,44.2034490000,12696736
2020-08-24,45.5445366900,46.1364133800,46.4510820000,45.4396471500,39639803
2020-08-25,46.8256875000,45.9116500800,46.8931164900,45.4546313700,23960064
2020-08-26,45.9566027400,45.6269499000,46.5260031000,45.4396471500,22436918
2020-08-27,45.9116500800,45.4246629300,46.0015554000,44.9676442200,17937049
2020-08-28,45.4321550400,46.5260031000,46.6009242000,45.1998996300,31339949
2020-08-31,47.1028955700,45.6344420100,47.3351509800,45.6269499000,29909934
2020-09-01,45.4771077000,45.1774233000,45.5070761400,44.7653572500,28657946
2020-09-02,45.2898049500,44.7278967000,45.3197733900,44.4207201900,24432938
2020-09-03,44.7503730300,44.6304992700,45.1924075200,44.4357044100,23903140
2020-09-04,44.1809726700,44.5405939500,44.5780545000,43.9637014800,16676326
2020-09-07,44.5031334000,43.6640170800,44.8702467900,43.4916985500,21031205
2020-09-08,43.8288435000,44.0985594600,44.1959568900,43.2369668100,19092795
2020-09-09,43.4767143300,43.2294747000,43.7389381800,42.8473770900,19487128
2020-09-10,43.6790013000,43.3418563500,44.1884647800,43.2369668100,19348109
2020-09-11,43.4916985500,43.4542380000,43.6040802000,42.8548692000,13910839
2020-09-14,43.6415407500,44.3457990900,44.4656728500,43.6415407500,21786064
2020-09-15,44.2633858800,44.3457990900,44.5256097300,43.7689066200,14352598
2020-09-16,44.3907517500,44.3832596400,44.6754519300,44.0536068000,13503676
2020-09-17,44.3457990900,43.8663040500,44.4207201900,43.5890959800,13832875
2020-09-18,44.0760831300,44.9751363300,45.0650416500,43.7988750600,25179398
2020-09-21,45.3122812800,44.7653572500,45.5445366900,44.4956412900,15950542
2020-09-22,44.4282123000,44.0011620300,44.5780545000,43.8363356100,14506408
2020-09-23,44.1659884500,43.6040802000,44.1659884500,43.4617301100,12647997
2020-09-24,43.3793169000,42.8698534200,43.4542380000,42.8024244300,15620950
2020-09-25,42.8548692000,42.4802637000,43.1170930500,42.3454057200,14412701
2020-09-28,42.6301059000,42.1655950800,43.0271877300,42.0756897600,13937271
2020-09-29,42.2629925100,41.8434343500,42.5102321400,41.7760053600,18388679
2020-09-30,42.1131503100,41.4013998600,42.3229293900,40.9818417000,24588331
2020-10-09,42.0232449900,41.6711158200,42.0457213200,41.0417785800,32452002
2020-10-12,41.6411473800,42.6226137900,42.6975348900,41.6186710500,28911884
2020-10-13,42.6151216800,42.2929609500,42.6151216800,42.1805793000,21794032
2020-10-14,42.2779767300,41.6561316000,42.2929609500,41.2215892200,29006244
2020-10-15,41.6636237100,41.7010842600,41.9483238900,41.2215892200,20286982
2020-10-16,41.5362578400,41.2590497700,42.1581029700,41.0942233500,27076381
2020-10-19,41.3489550900,40.5173308800,41.6411473800,40.4798703300,27377752
2020-10-20,40.5622835400,40.6971415200,40.7570784000,40.2251385900,20088749
2020-10-21,40.8469837200,40.5098387700,40.9593653700,40.2326307000,17546300
2020-10-22,40.3974571200,39.8879936400,40.4573940000,39.7606277700,19752990
2020-10-23,39.8879936400,39.8580252000,40.1577096000,39.7081830000,17498335
2020-10-26,39.8580252000,38.9364956700,39.8580252000,38.7342087000,26181978
2020-10-27,38.9589720000,39.4459591500,39.6482461200,38.6667797100,25662571
2020-10-28,39.1088142000,38.9589720000,39.2586564000,38.2097610000,36485297
2020-10-29,38.2097610000,38.9964325500,39.3710380500,38.1348399000,27635945
2020-10-30,38.9964325500,38.0898872400,39.0338931000,37.9849977000,27972312
2020-11-02,38.0823951300,38.2622057700,38.6218270500,37.9175687100,22563283
2020-11-03,38.4045558600,38.6967481500,38.8765587900,38.1348399000,28286682
2020-11-04,38.9140193400,40.8619679400,41.1092075700,38.8091298000,64749387
2020-11-05,41.4313683000,40.9144127100,41.5812105000,40.5997440900,37539884
2020-11-06,40.9144127100,41.0118101400,41.5062894000,40.3824729000,35119795
2020-11-09,41.3189866500,41.4538446300,41.7160684800,41.0043180300,37650346
2020-11-10,41.4613367400,40.4573940000,41.6561316000,40.2775833600,34624410
2020-11-11,40.5398072100,41.9333396700,42.2405161800,40.2700912500,55142638
2020-11-12,41.7235605900,41.8359422400,42.3004530600,41.2066050000,32694917
2020-11-13,41.5812105000,41.1916207800,41.6935921500,40.8769521600,22035591
2020-11-16,41.5062894000,42.5252163600,42.6076295700,41.3564472000,41753081
2020-11-17,42.5551848000,43.2744273600,43.9562093700,42.1506108600,55739145
2020-11-18,43.2594431400,43.0796325000,43.5216669900,42.5776611300,25246851
2020-11-19,42.8024244300,42.5476926900,43.0421719500,42.2854688400,23046060
2020-11-20,42.6151216800,42.1056582000,42.6151216800,41.9558160000,20525199
2020-11-23,42.1281345300,42.6750585600,43.2294747000,41.7535290300,31703331
2020-11-24,42.6301059000,42.8099165400,43.0796325000,42.1206424200,22386524
2020-11-25,42.7874402100,41.6261631600,43.1320772700,41.4238761900,26112467
2020-11-26,41.5812105000,41.2140971100,41.8059738000,40.9144127100,18611343
2020-11-27,41.2815261000,41.5812105000,41.7235605900,41.0942233500,16148289
2020-11-30,41.6561316000,42.3304215000,42.4652794800,41.5887026100,35744758
2020-12-01,41.9782923300,42.1655950800,42.2929609500,41.7685132500,21793831
2020-12-02,42.1056582000,42.0007686600,42.3229293900,41.8059738000,17166728
