date,open,close,high,low,volume,amount
2020-01-02,954.7200240000,956.4127900000,969.1593179800,944.5634280000,14809916,16696837095.0000
2020-01-03,945.4098110000,912.8748484800,945.4098110000,911.4698527000,13031878,14266380596.0000
2020-01-06,906.3576993800,912.3924101700,925.0119807000,903.3445759000,6341478,6853917601.0000
2020-01-07,911.9776825000,926.3915849900,930.1749170000,911.0466612000,4785359,5220697068.0000
2020-01-08,918.3678741500,920.9831976200,927.2125765000,916.2773081400,2500825,2720371915.0000
2020-01-09,925.9430020000,933.3065341000,935.5833043700,922.5574700000,3740587,4110949814.0000
2020-01-10,938.6387470000,941.6010875000,944.5549641700,933.1372575000,3597587,3993457118.0000
2020-01-13,941.6010875000,951.5630154100,955.7356836000,941.1778960000,3851575,4325687959.0000
2020-01-14,951.5037686000,937.2845342000,952.0877728700,933.5604490000,3514465,3916300790.0000
2020-01-15,938.6472108300,941.2879257900,949.3031728000,935.2532150000,2602911,2895603674.0000
2020-01-16,946.9925472100,936.9459810000,946.9925472100,933.2049681400,2319165,2571593141.0000
2020-01-17,939.4851300000,937.3691725000,941.8380747400,931.8761468300,2347275,2599645144.0000
2020-01-20,941.0594023800,923.4038530000,941.0594023800,915.7864060000,3539130,3858246844.0000
2020-01-21,914.9400230000,910.1156399000,920.0183210000,907.5764909000,3287405,3542441308.0000
2020-01-22,905.6298100000,910.2933803300,917.4791720000,893.2556905400,3620004,3875275065.0000
2020-01-23,910.7081080000,891.0720224000,910.7081080000,877.6991710000,5346843,5638945742.0000
2020-02-03,833.6872550000,849.7008213600,855.4223704400,829.4553400000,12344288,12314991759.0000
2020-02-04,859.0787450000,878.5540178300,894.6268310000,855.7016768300,6262418,6490469043.0000
2020-02-05,888.7021500000,888.6936861700,892.0876820000,874.3390304900,4741824,4956355235.0000
2020-02-06,896.6835416900,906.4761930000,909.8617250000,890.4118436600,4717121,5011246407.0000
2020-02-07,905.6382738300,910.7081080000,911.5544910000,898.0292906600,3127871,3348894576.0000
2020-02-10,898.8587460000,902.6590056700,909.5231718000,894.7961076000,3053342,3251908506.0000
2020-02-11,899.7051290000,929.3285340000,930.7504574400,899.5358524000,4791793,5222918915.0000
2020-02-12,921.7110870000,928.7106744100,929.9971765700,919.0703720400,2812543,3072293973.0000
2020-02-13,929.3285340000,923.4038530000,942.7775598700,920.8731678300,3035736,3335277425.0000
2020-02-14,922.9383423500,920.8647040000,925.5282743300,916.7258911300,2328760,2534568401.0000
2020-02-17,916.2095975000,925.7906530600,927.7965807700,916.1249592000,2702822,2946182657.0000
2020-02-18,922.5659338300,917.4791720000,928.3805850400,916.6327890000,2666496,2897729692.0000
2020-02-19,918.3255550000,928.0589595000,932.2908745000,912.4008740000,3705147,4052365602.0000
