date,open,close,high,low,volume,amount
2020-01-02,63.8180306000,63.9814760800,64.4792418600,63.8031719200,77825207,6712531637.0000
2020-01-03,64.4941005400,64.0409108000,64.5461059200,63.8180306000,59498001,5137311989.0000
2020-01-06,63.8328892800,63.5951504000,64.5386765800,63.5208570000,63644804,5487967678.0000
2020-01-07,63.8997533400,64.0037641000,64.2340736400,63.6471557800,45218832,3886450097.0000
2020-01-08,63.8774653200,63.1493900000,63.8774653200,62.7779230000,62805311,5347387392.0000
2020-01-09,63.5802917200,63.1791073600,63.6025797400,62.9190804600,59871202,5090240023.0000
2020-01-10,63.4094169000,62.9859445200,63.4391342600,62.8596457400,52586461,4460689400.0000
2020-01-13,63.1568193400,64.2266443000,64.2415029800,62.9859445200,81058866,6944781684.0000
2020-01-14,64.7838448000,64.5089592200,65.2444638800,64.3975191200,71668182,6246205825.0000
2020-01-15,64.4941005400,63.7511665400,64.7244100800,63.6545851200,52621657,4530511031.0000
2020-01-16,64.1226335400,63.5580037000,64.1672095800,63.5580037000,49857909,4283072147.0000
2020-01-17,64.0037641000,64.0780575000,64.5609646000,63.7808839000,55537018,4786520184.0000
2020-01-20,65.6010722000,65.0810184000,65.8982458000,64.8952849000,93605062,8248578935.0000
2020-01-21,64.6352580000,63.5951504000,64.8507088600,63.5951504000,72757941,6273908588.0000
2020-01-22,63.1493900000,63.3128354800,63.5059983200,62.2801572200,73657688,6235779993.0000
2020-01-23,62.4138853400,62.0275596600,62.8224990400,61.2771963200,108002062,9019354016.0000
2020-02-03,56.8418803400,57.7334011400,58.8775195000,56.7601576000,203149868,15779335422.0000
2020-02-04,58.1717322000,59.7541816200,60.1553659800,58.0974388000,121348050,9661568316.0000
2020-02-05,59.8507630400,59.7170349200,60.4228222200,59.2564158400,75319694,6062969630.0000
2020-02-06,60.3113821200,60.5639796800,60.8982999800,59.7170349200,67218969,5451123737.0000
2020-02-07,59.8804804000,60.1999420200,60.3262408000,59.7467522800,49163056,3968082289.0000
2020-02-10,59.6947469000,59.6576002000,59.9101977600,59.3604266000,59360447,4759660453.0000
2020-02-11,60.0959312600,60.2742354200,60.8165772400,59.8061870000,58432220,4748597561.0000
2020-02-12,60.2519474000,60.3262408000,60.5194036400,59.8433337000,44433902,3595991660.0000
2020-02-13,60.3262408000,59.7690403000,60.3262408000,59.7021762400,56260392,4532120660.0000
2020-02-14,59.7096055800,60.1776540000,60.3708168400,59.5907361400,42876535,3460459250.0000
2020-02-17,60.1776540000,61.2103322600,61.2846256600,59.9547738000,67811881,5545284407.0000
2020-02-18,60.7794305400,60.5862677000,61.0023107400,60.5045449600,51320023,4192774607.0000
2020-02-19,60.1999420200,60.6977078000,61.0988921600,60.1850833400,46047417,3760231172.0000
2020-02-20,60.9205880000,61.8715435200,62.1167117400,60.4376809000,83304258,6866907972.0000
2020-02-21,61.2920550000,61.2029029200,61.8343968200,60.9205880000,109390584,9020541385.0000
2020-02-24,60.1776540000,59.9696324800,60.4005342000,59.8061870000,103510293,8361285867.0000
2020-02-25,59.2861332000,59.5758774600,59.6724588800,59.0706823400,86900094,6948570625.0000
2020-02-26,59.0261063000,59.3084212200,59.9993498400,58.7735087400,84416650,6737173090.0000
2020-02-27,59.1375464000,59.2787038600,59.7318936000,58.9146662000,66679316,5318013519.0000
2020-02-28,58.3946124000,57.7408304800,58.9072368600,57.7334011400,98392314,7697148541.0000
2020-03-02,58.1865908800,59.1226877200,59.5833068000,58.1865908800,71232340,5669190141.0000
2020-03-03,59.7913283200,59.0558236600,59.8581923800,58.8849488400,67823840,5418803178.0000
2020-03-04,59.3604266000,59.8656217200,59.9919205000,59.3604266000,67757456,5443423591.0000
2020-03-05,60.1850833400,61.2549083000,61.4852178400,59.8953390800,96064271,7866801864.0000
